AGS,Ort,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen Die Linke,2_Stimmen FDP,2_Stimmen Grüne,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil Die Linke,2_Anteil FDP,2_Anteil Grüne,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler,Wahl,WK-Nr,WK-Name,Ebene,Ortname,Briefwahl_Sonderfall,Wahlberechtigte,Wähler,ungültige_1,gültige_1,CDU_1,DIE LINKE_1,SPD_1,AfD_1,GRÜNE_1,NPD_1,FDP_1,PIRATEN_1,FREIE WÄHLER_1,BüSo_1,MLPD_1,ÖDP_1,Die PARTEI_1,Bürgerkandidat_1,Der Auserwählte_1,Heimat Region Zwickau_1,Held_1,Hoyer_1,Internationalistisch. Bündnis_1,RINK_1,SGP_1,Wir sind LEIPZIGER_1,ungültige_2,gültige_2,CDU_2,DIE LINKE_2,SPD_2,AfD_2,GRÜNE_2,NPD_2,FDP_2,PIRATEN_2,FREIE WÄHLER_2,BüSo_2,MLPD_2,BGE_2,DiB_2,ÖDP_2,Die PARTEI_2,Tierschutzpartei_2,V-Partei³_2,2_Gewinner
14626010,"Bad Muskau, Stadt",425,218,208,111,33,419,15,274,1688,25.2,12.9,12.3,6.6,2.0,24.8,0.9,16.2,99.1,157,2719,1703,100.0,62.6,BW17,157,Görlitz,GE,"Bad Muskau, Stadt",J,2884,2793,45,2748,847,306,487,874,60,x,113,x,42,19,x,x,x,x,x,x,x,x,x,x,x,x,42,2751,809,374,323,864,56,33,179,4,26,3,1,10,5,6,17,35,6,AfD
14626020,Beiersdorf,216,107,110,54,21,222,11,131,861,25.1,12.4,12.8,6.3,2.4,25.8,1.3,15.2,98.7,157,958,872,100.0,91.0,BW17,157,Görlitz,GE,Beiersdorf,,961,652,11,641,189,69,53,263,14,x,30,x,17,6,x,x,x,x,x,x,x,x,x,x,x,x,16,636,155,68,52,271,16,5,36,1,6,2,1,4,1,3,5,9,1,SPD
14626030,"Bernstadt a. d. Eigen, Stadt",592,293,282,175,55,562,31,362,2321,25.5,12.6,12.1,7.5,2.4,24.2,1.3,15.6,98.7,157,2756,2352,100.0,85.3,BW17,157,Görlitz,GE,"Bernstadt a. d. Eigen, Stadt",J,2863,2944,48,2896,1042,321,256,927,93,x,166,x,65,26,x,x,x,x,x,x,x,x,x,x,x,x,43,2901,892,322,247,951,74,54,231,14,38,4,1,8,5,7,23,26,4,AfD
14626050,Bertsdorf-Hörnitz,232,115,119,47,30,229,13,147,919,25.2,12.5,12.9,5.1,3.3,24.9,1.4,16.0,98.6,157,1731,932,100.0,53.8,BW17,157,Görlitz,GE,Bertsdorf-Hörnitz,,1808,1215,20,1195,372,128,83,454,42,x,60,x,40,16,x,x,x,x,x,x,x,x,x,x,x,x,24,1191,314,141,66,460,35,15,54,5,59,5,1,2,1,5,10,17,1,AfD
14626060,Boxberg/O.L.,749,379,377,190,39,772,35,499,3005,24.9,12.6,12.5,6.3,1.3,25.7,1.2,16.6,98.8,157,3719,3040,100.0,81.7,BW17,157,Görlitz,GE,Boxberg/O.L.,J,3860,3389,34,3355,1169,395,435,1047,58,x,137,x,78,36,x,x,x,x,x,x,x,x,x,x,x,x,35,3354,1081,417,299,1058,46,61,212,15,69,10,5,9,7,2,21,38,4,SPD
14626070,Dürrhennersdorf,100,51,47,23,11,95,3,60,387,25.8,13.2,12.1,5.9,2.8,24.5,0.8,15.5,99.2,157,799,390,100.0,48.8,BW17,157,Görlitz,GE,Dürrhennersdorf,,824,537,9,528,168,47,32,217,11,x,33,x,12,8,x,x,x,x,x,x,x,x,x,x,x,x,9,528,143,46,27,238,15,5,29,1,7,1,0,2,1,0,5,8,0,AfD
14626085,"Ebersbach-Neugersdorf, Stadt",1929,967,964,547,224,1912,83,1120,7663,25.2,12.6,12.6,7.1,2.9,25.0,1.1,14.6,98.9,157,9861,7746,100.0,78.6,BW17,157,Görlitz,GE,"Ebersbach-Neugersdorf, Stadt",,10389,7391,117,7274,2213,953,707,2460,234,x,433,x,206,68,x,x,x,x,x,x,x,x,x,x,x,x,109,7282,1903,949,628,2456,213,153,525,22,160,15,6,31,6,5,71,127,12,AfD
14626100,Gablenz,160,80,81,50,13,155,6,108,647,24.7,12.4,12.5,7.7,2.0,24.0,0.9,16.7,99.1,157,1369,653,100.0,47.7,BW17,157,Görlitz,GE,Gablenz,,1387,893,19,874,241,101,132,342,10,x,34,x,12,2,x,x,x,x,x,x,x,x,x,x,x,x,16,877,205,138,82,327,16,11,69,2,8,1,0,2,1,2,2,8,3,AfD
14626110,"Görlitz, Stadt",7146,3583,3587,2066,1111,7179,301,4128,28800,24.8,12.4,12.5,7.2,3.9,24.9,1.0,14.3,99.0,157,42088,29101,100.0,69.1,BW17,157,Görlitz,GE,"Görlitz, Stadt",,43393,30179,465,29714,9556,4505,3062,9024,1324,x,1329,x,530,384,x,x,x,x,x,x,x,x,x,x,x,x,411,29768,7570,4399,2952,9374,1154,388,2141,114,322,96,35,176,77,82,387,449,52,SPD
14626120,Groß Düben,127,62,62,32,10,128,6,91,512,24.8,12.1,12.1,6.3,2.0,25.0,1.2,17.8,98.8,157,882,518,100.0,58.7,BW17,157,Görlitz,GE,Groß Düben,,907,661,18,643,193,53,101,237,16,x,26,x,15,2,x,x,x,x,x,x,x,x,x,x,x,x,15,646,196,86,58,218,11,6,39,2,6,1,0,2,0,3,11,7,0,SPD
14626140,Großschönau,710,356,357,213,60,700,22,448,2844,25.0,12.5,12.6,7.5,2.1,24.6,0.8,15.8,99.2,157,4463,2866,100.0,64.2,BW17,157,Görlitz,GE,Großschönau,J,4698,3566,56,3510,1174,345,376,1199,85,x,174,x,101,56,x,x,x,x,x,x,x,x,x,x,x,x,45,3521,967,375,298,1264,77,39,263,15,69,9,3,18,7,11,29,68,9,AfD
14626150,Großschweidnitz,157,83,79,48,9,163,8,102,641,24.5,12.9,12.3,7.5,1.4,25.4,1.2,15.9,98.8,157,1045,649,100.0,62.1,BW17,157,Görlitz,GE,Großschweidnitz,,1075,619,9,610,174,67,42,270,16,x,19,x,18,4,x,x,x,x,x,x,x,x,x,x,x,x,10,609,132,70,41,273,6,8,47,2,11,1,2,1,0,2,3,9,1,SPD
14626160,Hähnichen,201,97,95,38,17,203,10,139,790,25.4,12.3,12.0,4.8,2.2,25.7,1.3,17.6,98.8,157,983,800,100.0,81.4,BW17,157,Görlitz,GE,Hähnichen,,1024,712,12,700,217,87,85,238,23,x,26,x,17,7,x,x,x,x,x,x,x,x,x,x,x,x,14,698,191,96,65,243,15,19,30,2,10,1,0,3,3,0,9,11,0,SPD
14626170,Hainewalde,173,87,82,48,26,178,8,92,686,25.2,12.7,12.0,7.0,3.8,25.9,1.2,13.4,98.8,157,1251,694,100.0,55.5,BW17,157,Görlitz,GE,Hainewalde,,1261,872,8,864,275,87,61,325,30,x,45,x,28,13,x,x,x,x,x,x,x,x,x,x,x,x,8,864,243,82,59,325,35,6,56,1,16,1,0,4,0,5,4,27,0,SPD
14626180,"Herrnhut, Stadt",1059,542,529,221,216,1075,37,644,4286,24.7,12.6,12.3,5.2,5.0,25.1,0.9,15.0,99.1,157,4790,4323,100.0,90.3,BW17,157,Görlitz,GE,"Herrnhut, Stadt",,4814,3571,52,3519,1262,410,335,1054,185,x,152,x,79,42,x,x,x,x,x,x,x,x,x,x,x,x,37,3534,1113,419,324,1054,179,44,183,16,60,8,1,20,13,15,34,47,4,SPD
14626190,Hohendubrau,330,165,166,79,37,325,12,201,1303,25.3,12.7,12.7,6.1,2.8,24.9,0.9,15.4,99.1,157,1513,1315,100.0,86.9,BW17,157,Görlitz,GE,Hohendubrau,,1542,1098,16,1082,368,145,86,376,32,x,43,x,28,4,x,x,x,x,x,x,x,x,x,x,x,x,16,1082,338,131,84,383,28,11,62,5,13,0,1,4,1,3,5,9,4,AfD
14626200,Horka,261,129,127,66,28,254,8,156,1021,25.6,12.6,12.4,6.5,2.7,24.9,0.8,15.3,99.2,157,1407,1029,100.0,73.1,BW17,157,Görlitz,GE,Horka,,1432,930,17,913,283,160,68,315,23,x,37,x,14,13,x,x,x,x,x,x,x,x,x,x,x,x,16,914,238,127,78,316,23,27,56,0,12,2,3,1,2,5,5,19,0,AfD
14626210,"Jonsdorf, Kurort",221,114,110,78,32,221,13,119,895,24.7,12.7,12.3,8.7,3.6,24.7,1.4,13.3,98.6,157,1283,908,100.0,70.8,BW17,157,Görlitz,GE,"Jonsdorf, Kurort",,1336,868,12,856,319,98,86,234,26,x,54,x,37,2,x,x,x,x,x,x,x,x,x,x,x,x,14,854,262,108,73,247,28,8,71,3,24,0,1,2,3,4,3,16,1,AfD
14626230,Kodersdorf,335,156,163,100,29,328,15,187,1298,25.8,12.0,12.6,7.7,2.2,25.3,1.1,14.4,98.9,157,1981,1313,100.0,66.3,BW17,157,Görlitz,GE,Kodersdorf,J,2013,2183,24,2159,795,207,175,756,54,x,109,x,40,23,x,x,x,x,x,x,x,x,x,x,x,x,22,2161,601,226,153,798,57,46,178,8,37,9,0,4,9,5,7,23,0,AfD
14626240,Königshain,135,64,65,44,19,125,4,68,520,26.0,12.3,12.5,8.5,3.7,24.0,0.8,13.1,99.2,157,941,524,100.0,55.7,BW17,157,Görlitz,GE,Königshain,,965,659,8,651,209,55,44,268,20,x,43,x,10,2,x,x,x,x,x,x,x,x,x,x,x,x,6,653,180,64,42,265,24,6,56,2,6,0,0,2,0,0,3,3,0,AfD
14626245,Kottmar,1104,554,559,339,131,1120,47,608,4415,25.0,12.5,12.7,7.7,3.0,25.4,1.1,13.8,98.9,157,6124,4462,100.0,72.9,BW17,157,Görlitz,GE,Kottmar,,6404,4945,75,4870,1564,590,405,1689,160,x,296,x,116,50,x,x,x,x,x,x,x,x,x,x,x,x,77,4868,1324,618,359,1718,144,71,375,12,87,12,4,13,5,10,35,73,8,SPD
14626250,Krauschwitz i.d. O.L.,673,318,329,156,51,652,23,425,2604,25.8,12.2,12.6,6.0,2.0,25.0,0.9,16.3,99.1,157,3398,2627,100.0,77.3,BW17,157,Görlitz,GE,Krauschwitz i.d. O.L.,,2908,2259,23,2236,521,239,449,869,36,x,78,x,40,4,x,x,x,x,x,x,x,x,x,x,x,x,22,2237,543,314,246,829,43,40,135,5,27,0,1,5,3,4,18,22,2,AfD
14626260,Kreba-Neudorf,128,68,65,25,6,135,6,106,533,24.0,12.8,12.2,4.7,1.1,25.3,1.1,19.9,98.9,157,741,539,100.0,72.7,BW17,157,Görlitz,GE,Kreba-Neudorf,,745,554,11,543,173,74,50,199,11,x,17,x,11,8,x,x,x,x,x,x,x,x,x,x,x,x,9,545,159,68,40,201,6,18,24,3,9,2,0,3,0,0,4,8,0,SPD
14626270,Lawalde,211,104,109,71,16,214,8,126,851,24.8,12.2,12.8,8.3,1.9,25.1,0.9,14.8,99.1,157,1497,859,100.0,57.4,BW17,157,Görlitz,GE,Lawalde,,1580,1053,14,1039,307,103,62,470,12,x,63,x,15,7,x,x,x,x,x,x,x,x,x,x,x,x,10,1043,256,108,68,463,14,12,85,3,13,0,0,2,0,2,4,11,2,SPD
14626280,Leutersdorf,454,234,231,121,47,453,21,285,1825,24.9,12.8,12.7,6.6,2.6,24.8,1.1,15.6,98.9,157,2962,1846,100.0,62.3,BW17,157,Görlitz,GE,Leutersdorf,,2996,1920,39,1881,650,256,155,598,57,x,94,x,44,27,x,x,x,x,x,x,x,x,x,x,x,x,35,1885,542,256,158,618,47,28,121,6,27,10,0,10,1,5,18,35,3,AfD
14626290,"Löbau, Stadt",2071,1043,1036,625,185,2104,74,1279,8343,24.8,12.5,12.4,7.5,2.2,25.2,0.9,15.3,99.1,157,11960,8417,100.0,70.4,BW17,157,Görlitz,GE,"Löbau, Stadt",J,12533,9463,156,9307,2801,1310,838,3211,221,x,611,x,207,108,x,x,x,x,x,x,x,x,x,x,x,x,159,9304,2364,1402,771,3192,211,160,695,34,161,12,8,27,9,24,84,135,15,SPD
14626300,Markersdorf,547,275,272,188,51,551,21,296,2180,25.1,12.6,12.5,8.6,2.3,25.3,1.0,13.6,99.0,157,3228,2201,100.0,68.2,BW17,157,Görlitz,GE,Markersdorf,,3217,2250,29,2221,794,227,168,797,46,x,132,x,39,18,x,x,x,x,x,x,x,x,x,x,x,x,36,2214,648,230,166,797,48,41,187,5,23,6,1,6,4,3,18,30,1,SPD
14626310,Mittelherwigsdorf,507,263,257,174,73,516,19,275,2065,24.6,12.7,12.4,8.4,3.5,25.0,0.9,13.3,99.1,157,2992,2084,100.0,69.7,BW17,157,Görlitz,GE,Mittelherwigsdorf,,3069,2045,32,2013,699,207,146,652,77,x,115,x,101,16,x,x,x,x,x,x,x,x,x,x,x,x,30,2015,572,226,126,674,68,23,160,9,64,8,4,4,6,9,21,35,6,SPD
14626320,Mücka,140,72,73,49,8,146,7,85,573,24.4,12.6,12.7,8.6,1.4,25.5,1.2,14.8,98.8,157,795,580,100.0,73.0,BW17,157,Görlitz,GE,Mücka,,836,580,7,573,173,66,64,200,9,x,40,x,14,7,x,x,x,x,x,x,x,x,x,x,x,x,5,575,154,79,50,195,7,12,50,0,10,1,0,1,1,0,2,13,0,SPD
14626330,Neißeaue,234,117,112,54,25,229,10,138,909,25.7,12.9,12.3,5.9,2.8,25.2,1.1,15.2,98.9,157,1418,919,100.0,64.8,BW17,157,Görlitz,GE,Neißeaue,,1422,981,16,965,263,108,71,415,36,x,43,x,14,15,x,x,x,x,x,x,x,x,x,x,x,x,18,963,211,116,60,426,26,27,52,6,8,3,1,7,0,4,8,6,2,AfD
14626350,"Neusalza-Spremberg, Stadt",386,198,197,119,44,383,18,222,1549,24.9,12.8,12.7,7.7,2.8,24.7,1.1,14.3,98.9,157,2696,1567,100.0,58.1,BW17,157,Görlitz,GE,"Neusalza-Spremberg, Stadt",J,2840,2677,40,2637,756,277,198,1064,93,x,158,x,68,23,x,x,x,x,x,x,x,x,x,x,x,x,36,2641,622,279,180,1105,71,39,197,8,53,6,1,12,4,3,16,41,4,AfD
14626370,"Niesky, Stadt",1427,705,694,376,154,1404,50,838,5598,25.5,12.6,12.4,6.7,2.8,25.1,0.9,15.0,99.1,157,7926,5648,100.0,71.3,BW17,157,Görlitz,GE,"Niesky, Stadt",,8125,6079,78,6001,1902,938,772,1763,161,x,279,x,135,51,x,x,x,x,x,x,x,x,x,x,x,x,86,5993,1677,933,620,1808,162,106,400,19,86,10,2,20,4,14,50,71,11,AfD
14626390,Oderwitz,734,370,369,245,78,729,25,433,2958,24.8,12.5,12.5,8.3,2.6,24.6,0.8,14.6,99.2,157,4215,2983,100.0,70.8,BW17,157,Görlitz,GE,Oderwitz,J,4436,3670,40,3630,1219,488,346,1072,133,x,217,x,120,35,x,x,x,x,x,x,x,x,x,x,x,x,43,3627,1007,501,315,1102,105,38,313,8,94,8,1,24,8,15,39,47,2,AfD
14626400,Olbersdorf,769,390,374,258,92,764,30,430,3077,25.0,12.7,12.2,8.4,3.0,24.8,1.0,14.0,99.0,157,3839,3107,100.0,80.9,BW17,157,Görlitz,GE,Olbersdorf,J,4149,3721,50,3671,1193,604,396,957,148,x,215,x,110,48,x,x,x,x,x,x,x,x,x,x,x,x,43,3678,993,621,394,979,118,37,306,12,85,13,2,18,7,9,21,59,4,AfD
14626410,Oppach,403,200,192,102,49,406,19,260,1612,25.0,12.4,11.9,6.3,3.0,25.2,1.2,16.1,98.8,157,1994,1631,100.0,81.8,BW17,157,Görlitz,GE,Oppach,,1999,1292,13,1279,339,125,80,585,37,x,57,x,39,17,x,x,x,x,x,x,x,x,x,x,x,x,13,1279,276,123,80,588,39,28,77,5,30,2,0,7,2,4,2,15,1,SPD
14626420,"Ostritz, Stadt",297,146,146,101,37,302,11,170,1199,24.8,12.2,12.2,8.4,3.1,25.2,0.9,14.2,99.1,157,1882,1210,100.0,64.3,BW17,157,Görlitz,GE,"Ostritz, Stadt",,1949,1277,22,1255,496,143,96,343,32,x,87,x,35,23,x,x,x,x,x,x,x,x,x,x,x,x,19,1258,426,141,103,362,39,11,102,4,20,5,0,5,2,1,10,25,2,SPD
14626430,Oybin,203,104,104,64,22,201,5,118,816,24.9,12.7,12.7,7.8,2.7,24.6,0.6,14.5,99.4,157,1148,821,100.0,71.5,BW17,157,Görlitz,GE,Oybin,,1206,712,9,703,235,109,66,199,27,x,37,x,17,13,x,x,x,x,x,x,x,x,x,x,x,x,11,701,203,116,62,201,15,7,54,1,12,3,2,3,0,2,4,5,11,AfD
14626440,Quitzdorf am See,202,100,102,65,15,203,5,135,822,24.6,12.2,12.4,7.9,1.8,24.7,0.6,16.4,99.4,157,1049,827,100.0,78.8,BW17,157,Görlitz,GE,Quitzdorf am See,,1086,727,12,715,212,94,75,268,17,x,31,x,11,7,x,x,x,x,x,x,x,x,x,x,x,x,12,715,176,103,55,270,11,11,56,0,5,2,0,1,0,2,5,16,2,SPD
14626450,"Reichenbach/O.L., Stadt",707,351,347,204,75,702,33,394,2780,25.4,12.6,12.5,7.3,2.7,25.3,1.2,14.2,98.8,157,4014,2813,100.0,70.1,BW17,157,Görlitz,GE,"Reichenbach/O.L., Stadt",J,4136,3342,46,3296,1071,454,321,1036,105,x,168,x,79,62,x,x,x,x,x,x,x,x,x,x,x,x,43,3299,875,459,282,1081,88,45,243,12,55,15,2,22,6,11,33,62,8,AfD
14626460,Rietschen,424,221,217,104,38,428,17,292,1724,24.6,12.8,12.6,6.0,2.2,24.8,1.0,16.9,99.0,157,2108,1741,100.0,82.6,BW17,157,Görlitz,GE,Rietschen,,2205,1315,42,1273,399,142,193,411,30,x,46,x,44,8,x,x,x,x,x,x,x,x,x,x,x,x,56,1259,349,150,137,410,29,23,78,3,37,1,1,1,1,3,15,19,2,SPD
14626470,Rosenbach,194,95,98,47,17,190,7,133,774,25.1,12.3,12.7,6.1,2.2,24.5,0.9,17.2,99.1,157,1248,781,100.0,62.6,BW17,157,Görlitz,GE,Rosenbach,,1268,847,20,827,296,67,62,310,14,x,51,x,22,5,x,x,x,x,x,x,x,x,x,x,x,x,16,831,262,68,62,315,17,12,49,4,11,1,3,3,4,1,10,8,1,AfD
14626480,"Rothenburg/O.L., Stadt",573,289,285,163,70,585,24,362,2327,24.6,12.4,12.2,7.0,3.0,25.1,1.0,15.6,99.0,157,3714,2351,100.0,63.3,BW17,157,Görlitz,GE,"Rothenburg/O.L., Stadt",J,3852,2747,57,2690,860,509,317,716,70,x,121,x,60,37,x,x,x,x,x,x,x,x,x,x,x,x,60,2687,762,480,285,706,81,56,187,5,47,7,1,8,5,2,22,27,6,SPD
14626490,Schleife,376,193,188,97,41,389,13,258,1542,24.4,12.5,12.2,6.3,2.7,25.2,0.8,16.7,99.2,157,2093,1555,100.0,74.3,BW17,157,Görlitz,GE,Schleife,,2188,1401,30,1371,409,148,200,496,37,x,53,x,19,9,x,x,x,x,x,x,x,x,x,x,x,x,31,1370,375,166,128,495,38,20,83,5,15,3,0,3,4,1,12,20,2,SPD
14626500,Schönau-Berzdorf a. d. Eigen,225,111,112,75,16,233,10,148,920,24.5,12.1,12.2,8.2,1.7,25.3,1.1,16.1,98.9,157,1210,930,100.0,76.9,BW17,157,Görlitz,GE,Schönau-Berzdorf a. d. Eigen,,1261,894,13,881,286,123,62,307,18,x,48,x,23,14,x,x,x,x,x,x,x,x,x,x,x,x,15,879,229,118,65,315,14,15,73,5,13,3,2,2,4,1,9,11,0,SPD
14626510,Schönbach,169,93,85,51,17,183,7,113,711,23.8,13.1,12.0,7.2,2.4,25.7,1.0,15.9,99.0,157,921,718,100.0,78.0,BW17,157,Görlitz,GE,Schönbach,,952,653,14,639,150,72,39,290,14,x,57,x,9,8,x,x,x,x,x,x,x,x,x,x,x,x,11,642,126,73,40,301,15,11,48,5,2,1,2,2,1,2,5,7,1,SPD
14626520,Schöpstal,431,214,224,137,59,433,15,243,1741,24.8,12.3,12.9,7.9,3.4,24.9,0.9,14.0,99.1,157,2000,1756,100.0,87.8,BW17,157,Görlitz,GE,Schöpstal,,2006,1449,17,1432,446,166,129,506,55,x,82,x,38,10,x,x,x,x,x,x,x,x,x,x,x,x,23,1426,355,172,107,521,46,41,110,2,32,2,0,6,1,1,9,20,1,SPD
14626530,"Seifhennersdorf, Stadt",602,300,294,138,72,593,24,364,2363,25.5,12.7,12.4,5.8,3.0,25.1,1.0,15.4,99.0,157,3024,2387,100.0,78.9,BW17,157,Görlitz,GE,"Seifhennersdorf, Stadt",J,3190,2637,34,2603,779,364,255,906,80,x,120,x,65,34,x,x,x,x,x,x,x,x,x,x,x,x,30,2607,657,365,224,900,80,57,158,9,49,7,0,13,9,11,25,39,4,AfD
14626560,Trebendorf,139,72,69,18,11,138,6,119,566,24.6,12.7,12.2,3.2,1.9,24.4,1.0,21.0,99.0,157,749,572,100.0,76.4,BW17,157,Görlitz,GE,Trebendorf,,770,561,15,546,180,51,76,206,13,x,11,x,6,3,x,x,x,x,x,x,x,x,x,x,x,x,21,540,151,65,64,198,10,9,15,0,6,0,1,0,1,0,7,10,3,AfD
14626570,Vierkirchen,206,102,103,71,26,201,8,111,820,25.1,12.4,12.6,8.7,3.2,24.5,1.0,13.5,99.0,157,1355,828,100.0,61.1,BW17,157,Görlitz,GE,Vierkirchen,,1399,976,12,964,352,90,78,339,24,x,54,x,12,15,x,x,x,x,x,x,x,x,x,x,x,x,9,967,281,103,67,341,30,16,85,1,13,1,0,3,0,2,10,12,2,AfD
14626580,Waldhufen,370,181,178,89,43,381,12,226,1468,25.2,12.3,12.1,6.1,2.9,26.0,0.8,15.4,99.2,157,1959,1480,100.0,75.5,BW17,157,Görlitz,GE,Waldhufen,J,1982,1929,18,1911,680,232,160,625,56,x,93,x,39,26,x,x,x,x,x,x,x,x,x,x,x,x,12,1917,584,243,137,634,59,44,126,2,34,5,0,5,1,1,11,26,5,SPD
14626590,Weißkeißel,280,135,143,52,17,291,10,195,1113,25.2,12.1,12.8,4.7,1.5,26.1,0.9,17.5,99.1,157,1266,1123,100.0,88.7,BW17,157,Görlitz,GE,Weißkeißel,,1088,750,15,735,157,65,216,263,5,x,16,x,10,3,x,x,x,x,x,x,x,x,x,x,x,x,17,733,194,93,79,261,11,13,33,1,14,1,0,10,4,0,5,12,2,SPD
14626600,"Weißwasser/O.L., Stadt",2778,1357,1373,671,217,2790,101,1908,11094,25.0,12.2,12.4,6.0,2.0,25.1,0.9,17.2,99.1,157,15918,11195,100.0,70.3,BW17,157,Görlitz,GE,"Weißwasser/O.L., Stadt",J,14186,9886,210,9676,2545,1579,2016,2807,174,x,316,x,164,75,x,x,x,x,x,x,x,x,x,x,x,x,239,9647,2456,1814,1342,2683,188,143,580,31,115,19,13,36,16,10,70,118,13,SPD
14626610,"Zittau, Stadt",3723,1847,1855,1051,501,3800,129,2125,14902,25.0,12.4,12.4,7.1,3.4,25.5,0.9,14.3,99.1,157,20486,15031,100.0,73.4,BW17,157,Görlitz,GE,"Zittau, Stadt",,21602,14765,237,14528,4283,2294,1534,4385,631,x,792,x,406,203,x,x,x,x,x,x,x,x,x,x,x,x,214,14551,3658,2293,1426,4477,488,178,1036,57,248,24,15,71,35,46,188,291,20,SPD
14627010,"Coswig, Stadt",2451,1244,1264,805,327,2487,103,1393,9971,24.6,12.5,12.7,8.1,3.3,24.9,1.0,14.0,99.0,155,17106,10074,100.0,58.9,BW17,155,Meißen,GE,"Coswig, Stadt",,17420,13407,150,13257,4579,1795,1245,4145,414,150,785,x,x,144,x,x,x,x,x,x,x,x,x,x,x,x,147,13260,3288,1916,1234,4419,435,166,1085,59,132,41,14,49,31,56,113,203,19,SPD
14627020,Diera-Zehren,445,232,226,135,60,473,18,275,1846,24.1,12.6,12.2,7.3,3.3,25.6,1.0,14.9,99.0,155,2721,1864,100.0,68.5,BW17,155,Meißen,GE,Diera-Zehren,,2793,2283,30,2253,773,259,164,819,58,26,133,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,31,2252,567,264,154,892,74,37,165,5,19,8,1,7,4,4,16,35,0,SPD
14627030,Ebersbach,684,331,336,216,57,676,24,380,2680,25.5,12.4,12.5,8.1,2.1,25.2,0.9,14.2,99.1,155,3628,2704,100.0,74.5,BW17,155,Meißen,GE,Ebersbach,J,3637,3448,49,3399,1426,260,193,1223,76,32,165,x,x,24,x,x,x,x,x,x,x,x,x,x,x,x,86,3362,1021,263,194,1336,74,39,276,16,36,6,0,10,10,12,29,33,7,AfD
14627040,Glaubitz,236,121,114,69,19,230,9,153,942,25.1,12.8,12.1,7.3,2.0,24.4,0.9,16.2,99.1,155,1629,951,100.0,58.4,BW17,155,Meißen,GE,Glaubitz,,1682,971,15,956,350,107,60,360,12,14,46,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,18,953,241,107,70,388,20,23,67,3,11,2,0,0,1,0,6,13,1,AfD
14627050,"Gröditz, Stadt",1038,523,512,245,89,1038,37,691,4136,25.1,12.6,12.4,5.9,2.2,25.1,0.9,16.7,99.1,155,5683,4173,100.0,73.4,BW17,155,Meißen,GE,"Gröditz, Stadt",,6051,4176,67,4109,1479,553,416,1343,74,80,136,x,x,28,x,x,x,x,x,x,x,x,x,x,x,x,74,4102,1101,574,449,1376,87,91,241,14,35,8,1,12,6,9,30,63,5,AfD
14627060,"Großenhain, Stadt",2915,1439,1463,907,267,2915,115,1701,11607,25.1,12.4,12.6,7.8,2.3,25.1,1.0,14.7,99.0,155,15411,11722,100.0,76.1,BW17,155,Meißen,GE,"Großenhain, Stadt",,15428,11372,155,11217,3962,1377,927,3889,234,178,540,x,x,110,x,x,x,x,x,x,x,x,x,x,x,x,153,11219,2759,1501,970,4088,259,211,869,47,103,20,14,43,17,23,111,176,8,AfD
14627070,Hirschstein,284,146,148,101,35,294,12,144,1152,24.7,12.7,12.8,8.8,3.0,25.5,1.0,12.5,99.0,155,1631,1164,100.0,71.4,BW17,155,Meißen,GE,Hirschstein,,1667,1060,17,1043,362,121,73,353,60,10,61,x,x,3,x,x,x,x,x,x,x,x,x,x,x,x,19,1041,281,131,89,367,31,18,91,3,7,2,2,1,2,1,3,10,2,SPD
14627080,Käbschütztal,374,193,193,110,68,370,13,198,1506,24.8,12.8,12.8,7.3,4.5,24.6,0.9,13.1,99.1,155,2230,1519,100.0,68.1,BW17,155,Meißen,GE,Käbschütztal,,2201,1731,21,1710,612,200,127,583,69,23,86,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,22,1709,455,192,136,603,75,30,125,6,14,4,1,10,6,4,23,23,2,AfD
14627100,Klipphausen,1525,765,757,557,302,1519,62,618,6043,25.2,12.7,12.5,9.2,5.0,25.1,1.0,10.2,99.0,155,8373,6105,100.0,72.9,BW17,155,Meißen,GE,Klipphausen,,8312,6707,86,6621,2212,783,554,2295,257,78,388,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,86,6621,1600,802,451,2403,328,87,616,24,67,9,4,25,26,23,51,93,12,AfD
14627110,Lampertswalde,316,156,161,97,23,316,14,197,1266,25.0,12.3,12.7,7.7,1.8,25.0,1.1,15.6,98.9,155,2048,1280,100.0,62.5,BW17,155,Meißen,GE,Lampertswalde,,2142,1492,31,1461,537,119,86,603,28,25,55,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,25,1467,385,122,106,625,24,34,107,7,13,2,1,1,3,1,8,28,0,AfD
