AGS,Ort,KreisId,KreisName,Gewinner_Partei,Gewinner_Name,Gewinner_c,Partei_1,Partei_1_k,Partei_1_c,Partei_1_a,Partei_2,Partei_2_k,Partei_2_c,Partei_2_a,Partei_3,Partei_3_k,Partei_3_c,Partei_3_a,fließtext_rest
14729060,Borsdorf,154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.2,SPD,"Mascheck, Franziska",#e3000f,25.2,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.5," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.5% +++ Schramm, Julia Ulrike (DIE LINKE), 12.5% +++ Küchler, Sabine (Die PARTEI), 10.1% +++ Winne, Dr. Olaf Christian (FDP), 6.9% +++ Vialon, Matthias (GRÜNE), 4.8% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.8% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729070,"Brandis, Stadt",154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.2,AfD,"Naujok, Edgar",#009ee0,24.7,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.6," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ Küchler, Sabine (Die PARTEI), 9.8% +++ Winne, Dr. Olaf Christian (FDP), 6.9% +++ Vialon, Matthias (GRÜNE), 4.5% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.9% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.9% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729080,"Colditz, Stadt",154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.2,AfD,"Naujok, Edgar",#009ee0,24.8,LINKE,"Schramm, Julia Ulrike",#b5152b,12.6," +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.4% +++ Küchler, Sabine (Die PARTEI), 10.0% +++ Winne, Dr. Olaf Christian (FDP), 7.9% +++ Wendt, Denise Corinna (FREIE WÄHLER), 4.4% +++ Vialon, Matthias (GRÜNE), 2.8% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729100,Elstertrebnitz,154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.0,AfD,"Naujok, Edgar",#009ee0,24.5,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,13.1," +++ von Breitenbuch, Georg-Ludwig (CDU), 13.1% +++ Schramm, Julia Ulrike (DIE LINKE), 12.7% +++ Küchler, Sabine (Die PARTEI), 7.1% +++ Winne, Dr. Olaf Christian (FDP), 6.1% +++ Wendt, Denise Corinna (FREIE WÄHLER), 5.6% +++ Vauk, Harald Harry Bernhard (ÖDP), 3.0% +++ Vialon, Matthias (GRÜNE), 2.9% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729140,"Frohburg, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.3,SPD,"Mascheck, Franziska",#e3000f,25.1,Die PARTEI,"Küchler, Sabine",#b5152b,14.3," +++ Küchler, Sabine (Die PARTEI), 14.3% +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.5% +++ Winne, Dr. Olaf Christian (FDP), 5.1% +++ Vialon, Matthias (GRÜNE), 2.7% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.1% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729150,"Geithain, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.2,SPD,"Mascheck, Franziska",#e3000f,24.9,LINKE,"Schramm, Julia Ulrike",#b5152b,12.6," +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.4% +++ Küchler, Sabine (Die PARTEI), 7.1% +++ Wendt, Denise Corinna (FREIE WÄHLER), 5.9% +++ Winne, Dr. Olaf Christian (FDP), 4.9% +++ Vauk, Harald Harry Bernhard (ÖDP), 3.6% +++ Vialon, Matthias (GRÜNE), 3.1% +++ Toloczyki, Dr. Christian (dieBasis), 0.3%"
14729160,"Grimma, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.3,SPD,"Mascheck, Franziska",#e3000f,25.1,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.6," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.5% +++ Küchler, Sabine (Die PARTEI), 12.3% +++ Winne, Dr. Olaf Christian (FDP), 5.8% +++ Vialon, Matthias (GRÜNE), 3.3% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.7% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.4% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729170,"Groitzsch, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,24.9,SPD,"Mascheck, Franziska",#e3000f,24.9,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.6," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.4% +++ Küchler, Sabine (Die PARTEI), 9.5% +++ Winne, Dr. Olaf Christian (FDP), 5.8% +++ Wendt, Denise Corinna (FREIE WÄHLER), 4.3% +++ Vialon, Matthias (GRÜNE), 3.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 2.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.1%"
14729190,Großpösna,154,Leipziger Land,LINKE,"Schramm, Julia Ulrike",#b5152b,LINKE,"Schramm, Julia Ulrike",#b5152b,16.2,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,11.3,ÖDP,"Vauk, Harald Harry Bernhard",#b5152b,10.4," +++ Vauk, Harald Harry Bernhard (ÖDP), 10.4% +++ Küchler, Sabine (Die PARTEI), 9.8% +++ Wendt, Denise Corinna (FREIE WÄHLER), 8.5% +++ Vialon, Matthias (GRÜNE), 8.0% +++ Mascheck, Franziska (SPD), 7.2% +++ Toloczyki, Dr. Christian (dieBasis), 6.0% +++ Winne, Dr. Olaf Christian (FDP), 5.9% +++ Naujok, Edgar (AfD), 1.2%"
14729220,"Kitzscher, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,24.9,SPD,"Mascheck, Franziska",#e3000f,24.9,Die PARTEI,"Küchler, Sabine",#b5152b,13.9," +++ Küchler, Sabine (Die PARTEI), 13.9% +++ Schramm, Julia Ulrike (DIE LINKE), 12.4% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.3% +++ Winne, Dr. Olaf Christian (FDP), 4.6% +++ Wendt, Denise Corinna (FREIE WÄHLER), 3.2% +++ Vialon, Matthias (GRÜNE), 2.5% +++ Vauk, Harald Harry Bernhard (ÖDP), 1.3% +++ Toloczyki, Dr. Christian (dieBasis), 0.2%"
14729245,Lossatal,154,Leipziger Land,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,33.3,AfD,"Naujok, Edgar",#009ee0,26.1,LINKE,"Schramm, Julia Ulrike",#b5152b,10.5," +++ Schramm, Julia Ulrike (DIE LINKE), 10.5% +++ Wendt, Denise Corinna (FREIE WÄHLER), 9.3% +++ Mascheck, Franziska (SPD), 5.9% +++ Vialon, Matthias (GRÜNE), 3.6% +++ Küchler, Sabine (Die PARTEI), 3.0% +++ Winne, Dr. Olaf Christian (FDP), 2.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 1.7% +++ Toloczyki, Dr. Christian (dieBasis), 1.7%"
14729250,Machern,154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.3,SPD,"Mascheck, Franziska",#e3000f,24.9,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.4," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.4% +++ Schramm, Julia Ulrike (DIE LINKE), 12.4% +++ Küchler, Sabine (Die PARTEI), 11.4% +++ Winne, Dr. Olaf Christian (FDP), 7.7% +++ Vialon, Matthias (GRÜNE), 4.5% +++ Wendt, Denise Corinna (FREIE WÄHLER), 1.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729260,"Markkleeberg, Stadt",154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.0,AfD,"Naujok, Edgar",#009ee0,24.8,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.6," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.5% +++ Küchler, Sabine (Die PARTEI), 8.4% +++ Vialon, Matthias (GRÜNE), 7.8% +++ Winne, Dr. Olaf Christian (FDP), 7.4% +++ Wendt, Denise Corinna (FREIE WÄHLER), 1.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729270,"Markranstädt, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.1,SPD,"Mascheck, Franziska",#e3000f,24.6,LINKE,"Schramm, Julia Ulrike",#b5152b,12.6," +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.5% +++ Küchler, Sabine (Die PARTEI), 9.2% +++ Winne, Dr. Olaf Christian (FDP), 6.8% +++ Wendt, Denise Corinna (FREIE WÄHLER), 5.2% +++ Vialon, Matthias (GRÜNE), 4.0% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729300,"Naunhof, Stadt",154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.0,AfD,"Naujok, Edgar",#009ee0,24.9,LINKE,"Schramm, Julia Ulrike",#b5152b,12.6," +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.5% +++ Küchler, Sabine (Die PARTEI), 9.7% +++ Winne, Dr. Olaf Christian (FDP), 8.4% +++ Vialon, Matthias (GRÜNE), 4.4% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.3% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729320,Neukieritzsch,154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,24.9,SPD,"Mascheck, Franziska",#e3000f,24.4,LINKE,"Schramm, Julia Ulrike",#b5152b,12.7," +++ Schramm, Julia Ulrike (DIE LINKE), 12.7% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.5% +++ Küchler, Sabine (Die PARTEI), 12.0% +++ Winne, Dr. Olaf Christian (FDP), 5.4% +++ Wendt, Denise Corinna (FREIE WÄHLER), 5.4% +++ Vialon, Matthias (GRÜNE), 2.5% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.3% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729330,Otterwisch,154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.9,AfD,"Naujok, Edgar",#009ee0,24.3,LINKE,"Schramm, Julia Ulrike",#b5152b,12.9," +++ Schramm, Julia Ulrike (DIE LINKE), 12.9% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.3% +++ Küchler, Sabine (Die PARTEI), 11.0% +++ Winne, Dr. Olaf Christian (FDP), 6.2% +++ Wendt, Denise Corinna (FREIE WÄHLER), 4.8% +++ Vialon, Matthias (GRÜNE), 2.7% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729340,Parthenstein,154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.1,AfD,"Naujok, Edgar",#009ee0,24.5,Die PARTEI,"Küchler, Sabine",#b5152b,15.2," +++ Küchler, Sabine (Die PARTEI), 15.2% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.7% +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ Winne, Dr. Olaf Christian (FDP), 6.7% +++ Vialon, Matthias (GRÜNE), 3.1% +++ Wendt, Denise Corinna (FREIE WÄHLER), 0.0% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729350,"Pegau, Stadt",154,Leipziger Land,SPD,"Mascheck, Franziska",#e3000f,SPD,"Mascheck, Franziska",#e3000f,25.4,AfD,"Naujok, Edgar",#009ee0,25.2,LINKE,"Schramm, Julia Ulrike",#b5152b,12.7," +++ Schramm, Julia Ulrike (DIE LINKE), 12.7% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Küchler, Sabine (Die PARTEI), 8.1% +++ Winne, Dr. Olaf Christian (FDP), 6.9% +++ Vialon, Matthias (GRÜNE), 3.7% +++ Wendt, Denise Corinna (FREIE WÄHLER), 3.1% +++ Vauk, Harald Harry Bernhard (ÖDP), 2.1% +++ Toloczyki, Dr. Christian (dieBasis), 0.1%"
14729360,"Regis-Breitingen, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.4,SPD,"Mascheck, Franziska",#e3000f,24.8,Die PARTEI,"Küchler, Sabine",#b5152b,14.1," +++ Küchler, Sabine (Die PARTEI), 14.1% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.4% +++ Schramm, Julia Ulrike (DIE LINKE), 12.4% +++ Winne, Dr. Olaf Christian (FDP), 5.6% +++ Vialon, Matthias (GRÜNE), 3.0% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.3% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729370,"Rötha, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.1,SPD,"Mascheck, Franziska",#e3000f,24.2,Die PARTEI,"Küchler, Sabine",#b5152b,15.1," +++ Küchler, Sabine (Die PARTEI), 15.1% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.5% +++ Winne, Dr. Olaf Christian (FDP), 6.8% +++ Vialon, Matthias (GRÜNE), 3.6% +++ Wendt, Denise Corinna (FREIE WÄHLER), 0.1% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729380,Thallwitz,154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.6,SPD,"Mascheck, Franziska",#e3000f,25.3,Die PARTEI,"Küchler, Sabine",#b5152b,13.1," +++ Küchler, Sabine (Die PARTEI), 13.1% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.4% +++ Winne, Dr. Olaf Christian (FDP), 6.0% +++ Vialon, Matthias (GRÜNE), 3.7% +++ Wendt, Denise Corinna (FREIE WÄHLER), 1.3% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729400,"Trebsen/Mulde, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,24.9,SPD,"Mascheck, Franziska",#e3000f,24.3,Die PARTEI,"Küchler, Sabine",#b5152b,17.0," +++ Küchler, Sabine (Die PARTEI), 17.0% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ Winne, Dr. Olaf Christian (FDP), 5.2% +++ Vialon, Matthias (GRÜNE), 3.0% +++ Wendt, Denise Corinna (FREIE WÄHLER), 0.4% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.0% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14729410,"Wurzen, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,24.8,SPD,"Mascheck, Franziska",#e3000f,24.7,CDU,"von Breitenbuch, Georg-Ludwig",#32302e,12.6," +++ von Breitenbuch, Georg-Ludwig (CDU), 12.6% +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ Küchler, Sabine (Die PARTEI), 10.4% +++ Winne, Dr. Olaf Christian (FDP), 5.3% +++ Wendt, Denise Corinna (FREIE WÄHLER), 4.1% +++ Vialon, Matthias (GRÜNE), 2.9% +++ Vauk, Harald Harry Bernhard (ÖDP), 2.1% +++ Toloczyki, Dr. Christian (dieBasis), 0.5%"
14729430,"Zwenkau, Stadt",154,Leipziger Land,AfD,"Naujok, Edgar",#009ee0,AfD,"Naujok, Edgar",#009ee0,25.6,SPD,"Mascheck, Franziska",#e3000f,25.0,LINKE,"Schramm, Julia Ulrike",#b5152b,12.6," +++ Schramm, Julia Ulrike (DIE LINKE), 12.6% +++ von Breitenbuch, Georg-Ludwig (CDU), 12.3% +++ Küchler, Sabine (Die PARTEI), 10.7% +++ Winne, Dr. Olaf Christian (FDP), 6.3% +++ Vialon, Matthias (GRÜNE), 3.9% +++ Wendt, Denise Corinna (FREIE WÄHLER), 2.8% +++ Vauk, Harald Harry Bernhard (ÖDP), 0.7% +++ Toloczyki, Dr. Christian (dieBasis), 0.0%"
14627010,"Coswig, Stadt",155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,24.8,SPD,"Dzeyk, Stephanie",#e3000f,24.1,LINKE,"Pohle, Markus",#b5152b,13.0," +++ Pohle, Markus (DIE LINKE), 13.0% +++ Fischer, Sebastian (CDU), 12.7% +++ Bergmann, Theresa (Die PARTEI), 10.2% +++ Schmidt Ramos, Johannes (FDP), 5.7% +++ Langerfeld, André (FREIE WÄHLER), 4.7% +++ Beese, Karin (GRÜNE), 3.8% +++ Förster, Steffen Frank (ÖDP), 0.7% +++ Hoppe, Maik (dieBasis), 0.3%"
14627020,Diera-Zehren,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,24.9,AfD,"Lenk, Barbara",#009ee0,24.7,CDU,"Fischer, Sebastian",#32302e,12.6," +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.6% +++ Bergmann, Theresa (Die PARTEI), 12.2% +++ Schmidt Ramos, Johannes (FDP), 5.9% +++ Langerfeld, André (FREIE WÄHLER), 4.5% +++ Beese, Karin (GRÜNE), 2.6% +++ Förster, Steffen Frank (ÖDP), 0.1% +++ Hoppe, Maik (dieBasis), 0.0%"
14627030,Ebersbach,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.2,AfD,"Lenk, Barbara",#009ee0,24.7,Die PARTEI,"Bergmann, Theresa",#b5152b,13.4," +++ Bergmann, Theresa (Die PARTEI), 13.4% +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.6% +++ Schmidt Ramos, Johannes (FDP), 5.0% +++ Langerfeld, André (FREIE WÄHLER), 3.9% +++ Beese, Karin (GRÜNE), 2.1% +++ Förster, Steffen Frank (ÖDP), 0.6% +++ Hoppe, Maik (dieBasis), 0.0%"
14627040,Glaubitz,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.4,AfD,"Lenk, Barbara",#009ee0,24.6,Die PARTEI,"Bergmann, Theresa",#b5152b,13.6," +++ Bergmann, Theresa (Die PARTEI), 13.6% +++ Pohle, Markus (DIE LINKE), 12.8% +++ Fischer, Sebastian (CDU), 12.6% +++ Schmidt Ramos, Johannes (FDP), 4.7% +++ Langerfeld, André (FREIE WÄHLER), 4.5% +++ Beese, Karin (GRÜNE), 1.4% +++ Förster, Steffen Frank (ÖDP), 0.4% +++ Hoppe, Maik (dieBasis), 0.0%"
14627050,"Gröditz, Stadt",155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.5,AfD,"Lenk, Barbara",#009ee0,25.2,LINKE,"Pohle, Markus",#b5152b,12.7," +++ Pohle, Markus (DIE LINKE), 12.7% +++ Fischer, Sebastian (CDU), 12.5% +++ Bergmann, Theresa (Die PARTEI), 9.0% +++ Langerfeld, André (FREIE WÄHLER), 6.5% +++ Schmidt Ramos, Johannes (FDP), 3.4% +++ Förster, Steffen Frank (ÖDP), 2.5% +++ Beese, Karin (GRÜNE), 1.7% +++ Hoppe, Maik (dieBasis), 0.4%"
14627060,"Großenhain, Stadt",155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.0,AfD,"Lenk, Barbara",#009ee0,24.8,CDU,"Fischer, Sebastian",#32302e,12.6," +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.6% +++ Bergmann, Theresa (Die PARTEI), 12.4% +++ Langerfeld, André (FREIE WÄHLER), 5.1% +++ Schmidt Ramos, Johannes (FDP), 4.8% +++ Beese, Karin (GRÜNE), 2.1% +++ Förster, Steffen Frank (ÖDP), 0.4% +++ Hoppe, Maik (dieBasis), 0.1%"
14627070,Hirschstein,155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,25.2,SPD,"Dzeyk, Stephanie",#e3000f,24.3,Die PARTEI,"Bergmann, Theresa",#b5152b,13.7," +++ Bergmann, Theresa (Die PARTEI), 13.7% +++ Fischer, Sebastian (CDU), 12.8% +++ Pohle, Markus (DIE LINKE), 12.6% +++ Schmidt Ramos, Johannes (FDP), 5.7% +++ Beese, Karin (GRÜNE), 5.3% +++ Langerfeld, André (FREIE WÄHLER), 0.3% +++ Förster, Steffen Frank (ÖDP), 0.0% +++ Hoppe, Maik (dieBasis), 0.0%"
14627080,Käbschütztal,155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,25.5,SPD,"Dzeyk, Stephanie",#e3000f,25.3,CDU,"Fischer, Sebastian",#32302e,13.0," +++ Fischer, Sebastian (CDU), 13.0% +++ Pohle, Markus (DIE LINKE), 12.6% +++ Bergmann, Theresa (Die PARTEI), 10.2% +++ Schmidt Ramos, Johannes (FDP), 4.9% +++ Langerfeld, André (FREIE WÄHLER), 4.5% +++ Beese, Karin (GRÜNE), 4.1% +++ Förster, Steffen Frank (ÖDP), 0.0% +++ Hoppe, Maik (dieBasis), 0.0%"
14627100,Klipphausen,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.0,AfD,"Lenk, Barbara",#009ee0,24.9,CDU,"Fischer, Sebastian",#32302e,12.6," +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.3% +++ Bergmann, Theresa (Die PARTEI), 10.6% +++ Schmidt Ramos, Johannes (FDP), 5.9% +++ Langerfeld, André (FREIE WÄHLER), 4.3% +++ Beese, Karin (GRÜNE), 3.9% +++ Förster, Steffen Frank (ÖDP), 0.3% +++ Hoppe, Maik (dieBasis), 0.0%"
14627110,Lampertswalde,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,24.9,AfD,"Lenk, Barbara",#009ee0,24.8,Die PARTEI,"Bergmann, Theresa",#b5152b,17.4," +++ Bergmann, Theresa (Die PARTEI), 17.4% +++ Fischer, Sebastian (CDU), 12.5% +++ Pohle, Markus (DIE LINKE), 12.2% +++ Schmidt Ramos, Johannes (FDP), 3.9% +++ Langerfeld, André (FREIE WÄHLER), 2.5% +++ Beese, Karin (GRÜNE), 1.8% +++ Förster, Steffen Frank (ÖDP), 0.0% +++ Hoppe, Maik (dieBasis), 0.0%"
14627130,"Lommatzsch, Stadt",155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,25.7,SPD,"Dzeyk, Stephanie",#e3000f,25.0,Die PARTEI,"Bergmann, Theresa",#b5152b,14.0," +++ Bergmann, Theresa (Die PARTEI), 14.0% +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.4% +++ Schmidt Ramos, Johannes (FDP), 6.0% +++ Beese, Karin (GRÜNE), 2.2% +++ Langerfeld, André (FREIE WÄHLER), 2.1% +++ Förster, Steffen Frank (ÖDP), 0.0% +++ Hoppe, Maik (dieBasis), 0.0%"
14627140,"Meißen, Stadt",155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,24.9,SPD,"Dzeyk, Stephanie",#e3000f,24.9,CDU,"Fischer, Sebastian",#32302e,12.6," +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.5% +++ Bergmann, Theresa (Die PARTEI), 8.2% +++ Langerfeld, André (FREIE WÄHLER), 5.9% +++ Schmidt Ramos, Johannes (FDP), 5.2% +++ Beese, Karin (GRÜNE), 3.5% +++ Förster, Steffen Frank (ÖDP), 2.0% +++ Hoppe, Maik (dieBasis), 0.3%"
14627150,Moritzburg,155,Meißen,AfD,"Lenk, Barbara",#009ee0,AfD,"Lenk, Barbara",#009ee0,24.8,SPD,"Dzeyk, Stephanie",#e3000f,24.7,CDU,"Fischer, Sebastian",#32302e,12.6," +++ Fischer, Sebastian (CDU), 12.6% +++ Pohle, Markus (DIE LINKE), 12.3% +++ Bergmann, Theresa (Die PARTEI), 9.6% +++ Schmidt Ramos, Johannes (FDP), 6.2% +++ Langerfeld, André (FREIE WÄHLER), 5.4% +++ Beese, Karin (GRÜNE), 3.9% +++ Förster, Steffen Frank (ÖDP), 0.4% +++ Hoppe, Maik (dieBasis), 0.0%"
14627170,Niederau,155,Meißen,SPD,"Dzeyk, Stephanie",#e3000f,SPD,"Dzeyk, Stephanie",#e3000f,25.3,AfD,"Lenk, Barbara",#009ee0,25.0,LINKE,"Pohle, Markus",#b5152b,12.9," +++ Pohle, Markus (DIE LINKE), 12.9% +++ Bergmann, Theresa (Die PARTEI), 12.8% +++ Fischer, Sebastian (CDU), 12.7% +++ Schmidt Ramos, Johannes (FDP), 5.0% +++ Langerfeld, André (FREIE WÄHLER), 3.7% +++ Beese, Karin (GRÜNE), 2.5% +++ Förster, Steffen Frank (ÖDP), 0.0% +++ Hoppe, Maik (dieBasis), 0.0%"
