AGS,Ort,1_Gewinner,1_Partei_1_Stimmen,1_Partei_1_Anteil,1_Partei_1_Name,1_Partei_2_Stimmen,1_Partei_2_Anteil,1_Partei_2_Name,1_Partei_3_Stimmen,1_Partei_3_Anteil,1_Partei_3_Name,1_Partei_4_Stimmen,1_Partei_4_Anteil,1_Partei_4_Name,1_Partei_5_Stimmen,1_Partei_5_Anteil,1_Partei_5_Name,1_Partei_6_Stimmen,1_Partei_6_Anteil,1_Partei_6_Name,1_Partei_andere_Stimmen,1_Partei_andere_Anteil,1_Partei_andere_Name,1_ungültige Stimmen,1_gültige Stimmen,2_Gewinner,2_Partei_1_Stimmen,2_Partei_1_Anteil,2_Partei_1_Name,2_Partei_2_Stimmen,2_Partei_2_Anteil,2_Partei_2_Name,2_Partei_3_Stimmen,2_Partei_3_Anteil,2_Partei_3_Name,2_Partei_4_Stimmen,2_Partei_4_Anteil,2_Partei_4_Name,2_Partei_5_Stimmen,2_Partei_5_Anteil,2_Partei_5_Name,2_Partei_6_Stimmen,2_Partei_6_Anteil,2_Partei_6_Name,2_Partei_andere_Stimmen,2_Partei_andere_Anteil,2_Partei_andere_Name,2_ungültige Stimmen,2_gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler
14626200,Horka,AfD,260,25.6,AfD,250,24.7,SPD,130,12.8,CDU,130,12.8,LINKE,43,4.2,FDP,28,2.8,GRÜNE,173,17.1,andere Parteien,15,1014,AfD,261,25.6,AfD,254,24.9,SPD,129,12.6,CDU,127,12.4,LINKE,66,6.5,FDP,28,2.7,GRÜNE,156,15.3,andere Parteien,8,1021,157,1407,1029,100.0,73.1
14626210,"Jonsdorf, Kurort",AfD,228,25.4,AfD,216,24.0,SPD,110,12.2,CDU,108,12.0,LINKE,56,6.2,FDP,32,3.6,GRÜNE,149,16.6,andere Parteien,9,899,AfD,221,24.7,AfD,221,24.7,SPD,114,12.7,CDU,110,12.3,LINKE,78,8.7,FDP,32,3.6,GRÜNE,119,13.3,andere Parteien,13,895,157,1283,908,100.0,70.8
14626230,Kodersdorf,AfD,326,25.1,AfD,319,24.6,SPD,165,12.7,CDU,161,12.4,LINKE,69,5.3,FDP,24,1.8,GRÜNE,234,18.0,andere Parteien,15,1298,AfD,335,25.8,AfD,328,25.3,SPD,163,12.6,LINKE,156,12.0,CDU,100,7.7,FDP,29,2.2,GRÜNE,187,14.4,andere Parteien,15,1298,157,1981,1313,100.0,66.3
14626240,Königshain,SPD,133,25.6,SPD,132,25.4,AfD,68,13.1,LINKE,66,12.7,CDU,35,6.7,FDP,17,3.3,GRÜNE,68,13.1,andere Parteien,5,519,AfD,135,26.0,AfD,125,24.0,SPD,65,12.5,LINKE,64,12.3,CDU,44,8.5,FDP,19,3.7,GRÜNE,68,13.1,andere Parteien,4,520,157,941,524,100.0,55.7
14626245,Kottmar,AfD,1108,25.1,AfD,1092,24.7,SPD,555,12.6,LINKE,554,12.5,CDU,269,6.1,FDP,149,3.4,GRÜNE,690,15.6,andere Parteien,45,4417,SPD,1120,25.4,SPD,1104,25.0,AfD,559,12.7,LINKE,554,12.5,CDU,339,7.7,FDP,131,3.0,GRÜNE,608,13.8,andere Parteien,47,4415,157,6124,4462,100.0,72.9
14626250,Krauschwitz i.d. O.L.,AfD,654,25.1,AfD,642,24.7,SPD,331,12.7,CDU,331,12.7,LINKE,91,3.5,FDP,41,1.6,GRÜNE,514,19.7,andere Parteien,23,2604,AfD,673,25.8,AfD,652,25.0,SPD,329,12.6,LINKE,318,12.2,CDU,156,6.0,FDP,51,2.0,GRÜNE,425,16.3,andere Parteien,23,2604,157,3398,2627,100.0,77.3
14626260,Kreba-Neudorf,AfD,134,25.0,AfD,131,24.5,SPD,68,12.7,LINKE,66,12.3,CDU,16,3.0,FDP,11,2.1,GRÜNE,109,20.4,andere Parteien,4,535,SPD,135,25.3,SPD,128,24.0,AfD,68,12.8,CDU,65,12.2,LINKE,25,4.7,FDP,6,1.1,GRÜNE,106,19.9,andere Parteien,6,533,157,741,539,100.0,72.7
14626270,Lawalde,AfD,213,25.0,AfD,208,24.4,SPD,108,12.7,CDU,105,12.3,LINKE,52,6.1,FDP,14,1.6,GRÜNE,153,17.9,andere Parteien,6,853,SPD,214,25.1,SPD,211,24.8,AfD,109,12.8,LINKE,104,12.2,CDU,71,8.3,FDP,16,1.9,GRÜNE,126,14.8,andere Parteien,8,851,157,1497,859,100.0,57.4
14626280,Leutersdorf,AfD,455,24.8,AfD,451,24.6,SPD,226,12.3,LINKE,225,12.3,CDU,88,4.8,FDP,54,2.9,GRÜNE,333,18.2,andere Parteien,14,1832,AfD,454,24.9,AfD,453,24.8,SPD,234,12.8,CDU,231,12.7,LINKE,121,6.6,FDP,47,2.6,GRÜNE,285,15.6,andere Parteien,21,1825,157,2962,1846,100.0,62.3
14626290,"Löbau, Stadt",SPD,2079,25.0,SPD,2065,24.8,AfD,1040,12.5,CDU,1039,12.5,LINKE,556,6.7,FDP,195,2.3,GRÜNE,1357,16.3,andere Parteien,86,8331,SPD,2104,25.2,SPD,2071,24.8,AfD,1043,12.5,CDU,1036,12.4,LINKE,625,7.5,FDP,185,2.2,GRÜNE,1279,15.3,andere Parteien,74,8343,157,11960,8417,100.0,70.4
14626300,Markersdorf,AfD,546,25.0,AfD,530,24.3,SPD,278,12.7,CDU,277,12.7,LINKE,128,5.9,FDP,52,2.4,GRÜNE,370,17.0,andere Parteien,20,2181,SPD,551,25.3,SPD,547,25.1,AfD,275,12.6,CDU,272,12.5,LINKE,188,8.6,FDP,51,2.3,GRÜNE,296,13.6,andere Parteien,21,2180,157,3228,2201,100.0,68.2
14626310,Mittelherwigsdorf,SPD,518,25.1,SPD,513,24.9,AfD,259,12.6,LINKE,253,12.3,CDU,124,6.0,FDP,84,4.1,GRÜNE,309,15.0,andere Parteien,24,2060,SPD,516,25.0,SPD,507,24.6,AfD,263,12.7,CDU,257,12.4,LINKE,174,8.4,FDP,73,3.5,GRÜNE,275,13.3,andere Parteien,19,2065,157,2992,2084,100.0,69.7
14626320,Mücka,AfD,146,25.5,AfD,141,24.6,SPD,74,12.9,CDU,73,12.7,LINKE,39,6.8,FDP,10,1.7,GRÜNE,90,15.7,andere Parteien,7,573,SPD,146,25.5,SPD,140,24.4,AfD,73,12.7,LINKE,72,12.6,CDU,49,8.6,FDP,8,1.4,GRÜNE,85,14.8,andere Parteien,7,573,157,795,580,100.0,73.0
14626330,Neißeaue,AfD,221,24.3,AfD,217,23.9,SPD,113,12.4,CDU,113,12.4,LINKE,40,4.4,FDP,35,3.9,GRÜNE,170,18.7,andere Parteien,10,909,AfD,234,25.7,AfD,229,25.2,SPD,117,12.9,CDU,112,12.3,LINKE,54,5.9,FDP,25,2.8,GRÜNE,138,15.2,andere Parteien,10,909,157,1418,919,100.0,64.8
14626350,"Neusalza-Spremberg, Stadt",AfD,392,25.2,AfD,391,25.1,SPD,198,12.7,CDU,189,12.1,LINKE,95,6.1,FDP,52,3.3,GRÜNE,239,15.4,andere Parteien,11,1556,AfD,386,24.9,AfD,383,24.7,SPD,198,12.8,CDU,197,12.7,LINKE,119,7.7,FDP,44,2.8,GRÜNE,222,14.3,andere Parteien,18,1549,157,2696,1567,100.0,58.1
14626370,"Niesky, Stadt",AfD,1402,25.1,AfD,1382,24.8,SPD,692,12.4,CDU,689,12.3,LINKE,263,4.7,FDP,151,2.7,GRÜNE,1004,18.0,andere Parteien,65,5583,AfD,1427,25.5,AfD,1404,25.1,SPD,705,12.6,CDU,694,12.4,LINKE,376,6.7,FDP,154,2.8,GRÜNE,838,15.0,andere Parteien,50,5598,157,7926,5648,100.0,71.3
14626390,Oderwitz,AfD,748,25.3,AfD,726,24.6,SPD,367,12.4,CDU,367,12.4,LINKE,168,5.7,FDP,103,3.5,GRÜNE,478,16.2,andere Parteien,26,2957,AfD,734,24.8,AfD,729,24.6,SPD,370,12.5,CDU,369,12.5,LINKE,245,8.3,FDP,78,2.6,GRÜNE,433,14.6,andere Parteien,25,2958,157,4215,2983,100.0,70.8
14626400,Olbersdorf,AfD,772,25.1,AfD,772,25.1,SPD,378,12.3,LINKE,374,12.2,CDU,173,5.6,FDP,116,3.8,GRÜNE,490,15.9,andere Parteien,32,3075,AfD,769,25.0,AfD,764,24.8,SPD,390,12.7,CDU,374,12.2,LINKE,258,8.4,FDP,92,3.0,GRÜNE,430,14.0,andere Parteien,30,3077,157,3839,3107,100.0,80.9
14626410,Oppach,SPD,420,25.9,SPD,393,24.3,AfD,208,12.8,CDU,205,12.7,LINKE,79,4.9,FDP,49,3.0,GRÜNE,265,16.4,andere Parteien,12,1619,SPD,406,25.2,SPD,403,25.0,AfD,200,12.4,CDU,192,11.9,LINKE,102,6.3,FDP,49,3.0,GRÜNE,260,16.1,andere Parteien,19,1612,157,1994,1631,100.0,81.8
14626420,"Ostritz, Stadt",SPD,299,25.0,SPD,295,24.6,AfD,154,12.9,CDU,147,12.3,LINKE,82,6.8,FDP,34,2.8,GRÜNE,187,15.6,andere Parteien,12,1198,SPD,302,25.2,SPD,297,24.8,AfD,146,12.2,CDU,146,12.2,LINKE,101,8.4,FDP,37,3.1,GRÜNE,170,14.2,andere Parteien,11,1199,157,1882,1210,100.0,64.3
14626430,Oybin,AfD,202,24.8,AfD,200,24.6,SPD,100,12.3,CDU,99,12.2,LINKE,46,5.7,FDP,34,4.2,GRÜNE,132,16.2,andere Parteien,8,813,AfD,203,24.9,AfD,201,24.6,SPD,104,12.7,CDU,104,12.7,LINKE,64,7.8,FDP,22,2.7,GRÜNE,118,14.5,andere Parteien,5,816,157,1148,821,100.0,71.5
14626440,Quitzdorf am See,AfD,209,25.5,AfD,202,24.6,SPD,104,12.7,LINKE,103,12.6,CDU,36,4.4,FDP,21,2.6,GRÜNE,145,17.7,andere Parteien,7,820,SPD,203,24.7,SPD,202,24.6,AfD,102,12.4,LINKE,100,12.2,CDU,65,7.9,FDP,15,1.8,GRÜNE,135,16.4,andere Parteien,5,822,157,1049,827,100.0,78.8
14626450,"Reichenbach/O.L., Stadt",SPD,709,25.4,SPD,702,25.2,AfD,350,12.6,LINKE,346,12.4,CDU,141,5.1,FDP,86,3.1,GRÜNE,453,16.3,andere Parteien,26,2787,AfD,707,25.4,AfD,702,25.3,SPD,351,12.6,CDU,347,12.5,LINKE,204,7.3,FDP,75,2.7,GRÜNE,394,14.2,andere Parteien,33,2780,157,4014,2813,100.0,70.1
14626460,Rietschen,AfD,437,25.3,AfD,426,24.7,SPD,220,12.8,LINKE,211,12.2,CDU,61,3.5,FDP,37,2.1,GRÜNE,333,19.3,andere Parteien,16,1725,SPD,428,24.8,SPD,424,24.6,AfD,221,12.8,CDU,217,12.6,LINKE,104,6.0,FDP,38,2.2,GRÜNE,292,16.9,andere Parteien,17,1724,157,2108,1741,100.0,82.6
14626470,Rosenbach,SPD,197,25.5,SPD,191,24.7,AfD,98,12.7,CDU,95,12.3,LINKE,48,6.2,FDP,14,1.8,GRÜNE,129,16.7,andere Parteien,9,772,AfD,194,25.1,AfD,190,24.5,SPD,98,12.7,LINKE,95,12.3,CDU,47,6.1,FDP,17,2.2,GRÜNE,133,17.2,andere Parteien,7,774,157,1248,781,100.0,62.6
14626480,"Rothenburg/O.L., Stadt",AfD,597,25.6,AfD,573,24.6,SPD,293,12.6,LINKE,291,12.5,CDU,103,4.4,FDP,60,2.6,GRÜNE,412,17.7,andere Parteien,22,2329,SPD,585,25.1,SPD,573,24.6,AfD,289,12.4,CDU,285,12.2,LINKE,163,7.0,FDP,70,3.0,GRÜNE,362,15.6,andere Parteien,24,2327,157,3714,2351,100.0,63.3
14626490,Schleife,AfD,383,24.9,AfD,378,24.6,SPD,194,12.6,LINKE,192,12.5,CDU,60,3.9,FDP,43,2.8,GRÜNE,288,18.7,andere Parteien,17,1538,SPD,389,25.2,SPD,376,24.4,AfD,193,12.5,CDU,188,12.2,LINKE,97,6.3,FDP,41,2.7,GRÜNE,258,16.7,andere Parteien,13,1542,157,2093,1555,100.0,74.3
14626500,Schönau-Berzdorf a. d. Eigen,AfD,239,26.0,AfD,229,24.9,SPD,113,12.3,LINKE,112,12.2,CDU,51,5.5,FDP,21,2.3,GRÜNE,156,16.9,andere Parteien,9,921,SPD,233,25.3,SPD,225,24.5,AfD,112,12.2,LINKE,111,12.1,CDU,75,8.2,FDP,16,1.7,GRÜNE,148,16.1,andere Parteien,10,920,157,1210,930,100.0,76.9
14626510,Schönbach,AfD,174,24.4,AfD,171,24.0,SPD,93,13.0,LINKE,88,12.3,CDU,62,8.7,FDP,18,2.5,GRÜNE,107,15.0,andere Parteien,5,713,SPD,183,25.7,SPD,169,23.8,AfD,93,13.1,CDU,85,12.0,LINKE,51,7.2,FDP,17,2.4,GRÜNE,113,15.9,andere Parteien,7,711,157,921,718,100.0,78.0
14626520,Schöpstal,AfD,430,24.8,AfD,424,24.4,SPD,223,12.9,CDU,210,12.1,LINKE,95,5.5,FDP,68,3.9,GRÜNE,285,16.4,andere Parteien,21,1735,SPD,433,24.9,SPD,431,24.8,AfD,224,12.9,LINKE,214,12.3,CDU,137,7.9,FDP,59,3.4,GRÜNE,243,14.0,andere Parteien,15,1741,157,2000,1756,100.0,87.8
14626530,"Seifhennersdorf, Stadt",SPD,574,24.4,SPD,568,24.1,AfD,297,12.6,CDU,290,12.3,LINKE,112,4.8,FDP,72,3.1,GRÜNE,442,18.8,andere Parteien,32,2355,AfD,602,25.5,AfD,593,25.1,SPD,300,12.7,CDU,294,12.4,LINKE,138,5.8,FDP,72,3.0,GRÜNE,364,15.4,andere Parteien,24,2363,157,3024,2387,100.0,78.9
14626560,Trebendorf,SPD,145,25.6,SPD,141,24.9,AfD,69,12.2,CDU,69,12.2,LINKE,14,2.5,GRÜNE,13,2.3,FDP,115,20.3,andere Parteien,6,566,AfD,139,24.6,AfD,138,24.4,SPD,72,12.7,CDU,69,12.2,LINKE,18,3.2,FDP,11,1.9,GRÜNE,119,21.0,andere Parteien,6,566,157,749,572,100.0,76.4
14626570,Vierkirchen,SPD,201,24.5,SPD,200,24.4,AfD,104,12.7,CDU,104,12.7,LINKE,46,5.6,FDP,22,2.7,GRÜNE,143,17.4,andere Parteien,8,820,AfD,206,25.1,AfD,201,24.5,SPD,103,12.6,LINKE,102,12.4,CDU,71,8.7,FDP,26,3.2,GRÜNE,111,13.5,andere Parteien,8,820,157,1355,828,100.0,61.1
14626580,Waldhufen,SPD,372,25.4,SPD,369,25.2,AfD,182,12.4,LINKE,180,12.3,CDU,68,4.6,FDP,38,2.6,GRÜNE,258,17.6,andere Parteien,13,1467,SPD,381,26.0,SPD,370,25.2,AfD,181,12.3,CDU,178,12.1,LINKE,89,6.1,FDP,43,2.9,GRÜNE,226,15.4,andere Parteien,12,1468,157,1959,1480,100.0,75.5
14626590,Weißkeißel,AfD,286,25.8,AfD,280,25.3,SPD,139,12.5,LINKE,135,12.2,CDU,25,2.3,FDP,10,0.9,GRÜNE,233,21.0,andere Parteien,15,1108,SPD,291,26.1,SPD,280,25.2,AfD,143,12.8,LINKE,135,12.1,CDU,52,4.7,FDP,17,1.5,GRÜNE,195,17.5,andere Parteien,10,1113,157,1266,1123,100.0,88.7
14626600,"Weißwasser/O.L., Stadt",AfD,2786,25.2,AfD,2778,25.1,SPD,1398,12.6,CDU,1366,12.3,LINKE,369,3.3,FDP,204,1.8,GRÜNE,2175,19.6,andere Parteien,119,11076,SPD,2790,25.1,SPD,2778,25.0,AfD,1373,12.4,LINKE,1357,12.2,CDU,671,6.0,FDP,217,2.0,GRÜNE,1908,17.2,andere Parteien,101,11094,157,15918,11195,100.0,70.3
14626610,"Zittau, Stadt",AfD,3767,25.3,AfD,3748,25.2,SPD,1857,12.5,LINKE,1855,12.5,CDU,807,5.4,FDP,652,4.4,GRÜNE,2204,14.8,andere Parteien,141,14890,SPD,3800,25.5,SPD,3723,25.0,AfD,1855,12.4,LINKE,1847,12.4,CDU,1051,7.1,FDP,501,3.4,GRÜNE,2125,14.3,andere Parteien,129,14902,157,20486,15031,100.0,73.4
14627010,"Coswig, Stadt",AfD,2471,24.8,AfD,2409,24.1,SPD,1295,13.0,LINKE,1269,12.7,CDU,572,5.7,FDP,381,3.8,GRÜNE,1580,15.8,andere Parteien,97,9977,SPD,2487,24.9,SPD,2451,24.6,AfD,1264,12.7,LINKE,1244,12.5,CDU,805,8.1,FDP,327,3.3,GRÜNE,1393,14.0,andere Parteien,103,9971,155,17106,10074,100.0,58.9
14627020,Diera-Zehren,SPD,458,24.9,SPD,455,24.7,AfD,233,12.6,CDU,233,12.6,LINKE,108,5.9,FDP,47,2.6,GRÜNE,309,16.8,andere Parteien,21,1843,SPD,473,25.6,SPD,445,24.1,AfD,232,12.6,CDU,226,12.2,LINKE,135,7.3,FDP,60,3.3,GRÜNE,275,14.9,andere Parteien,18,1846,155,2721,1864,100.0,68.5
14627030,Ebersbach,SPD,675,25.2,SPD,661,24.7,AfD,339,12.6,LINKE,337,12.6,CDU,133,5.0,FDP,56,2.1,GRÜNE,480,17.9,andere Parteien,23,2681,AfD,684,25.5,AfD,676,25.2,SPD,336,12.5,LINKE,331,12.4,CDU,216,8.1,FDP,57,2.1,GRÜNE,380,14.2,andere Parteien,24,2680,155,3628,2704,100.0,74.5
14627040,Glaubitz,SPD,239,25.4,SPD,232,24.6,AfD,121,12.8,LINKE,119,12.6,CDU,44,4.7,FDP,13,1.4,GRÜNE,174,18.5,andere Parteien,9,942,AfD,236,25.1,AfD,230,24.4,SPD,121,12.8,CDU,114,12.1,LINKE,69,7.3,FDP,19,2.0,GRÜNE,153,16.2,andere Parteien,9,942,155,1629,951,100.0,58.4
14627050,"Gröditz, Stadt",SPD,1054,25.5,SPD,1039,25.2,AfD,525,12.7,LINKE,518,12.5,CDU,139,3.4,FDP,72,1.7,GRÜNE,781,18.9,andere Parteien,45,4128,AfD,1038,25.1,AfD,1038,25.1,SPD,523,12.6,CDU,512,12.4,LINKE,245,5.9,FDP,89,2.2,GRÜNE,691,16.7,andere Parteien,37,4136,155,5683,4173,100.0,73.4
14627060,"Großenhain, Stadt",SPD,2899,25.0,SPD,2881,24.8,AfD,1467,12.6,LINKE,1465,12.6,CDU,556,4.8,FDP,244,2.1,GRÜNE,2094,18.0,andere Parteien,116,11606,AfD,2915,25.1,AfD,2915,25.1,SPD,1463,12.6,LINKE,1439,12.4,CDU,907,7.8,FDP,267,2.3,GRÜNE,1701,14.7,andere Parteien,115,11607,155,15411,11722,100.0,76.1
14627070,Hirschstein,AfD,292,25.2,AfD,281,24.3,SPD,148,12.8,CDU,146,12.6,LINKE,66,5.7,FDP,61,5.3,GRÜNE,163,14.1,andere Parteien,7,1157,SPD,294,25.5,SPD,284,24.7,AfD,148,12.8,LINKE,146,12.7,CDU,101,8.8,FDP,35,3.0,GRÜNE,144,12.5,andere Parteien,12,1152,155,1631,1164,100.0,71.4
14627080,Käbschütztal,AfD,383,25.5,AfD,381,25.3,SPD,195,13.0,CDU,189,12.6,LINKE,74,4.9,FDP,61,4.1,GRÜNE,221,14.7,andere Parteien,15,1504,AfD,374,24.8,AfD,370,24.6,SPD,193,12.8,CDU,193,12.8,LINKE,110,7.3,FDP,68,4.5,GRÜNE,198,13.1,andere Parteien,13,1506,155,2230,1519,100.0,68.1
14627100,Klipphausen,SPD,1514,25.0,SPD,1508,24.9,AfD,762,12.6,CDU,742,12.3,LINKE,358,5.9,FDP,237,3.9,GRÜNE,926,15.3,andere Parteien,58,6047,AfD,1525,25.2,AfD,1519,25.1,SPD,765,12.7,CDU,757,12.5,LINKE,557,9.2,FDP,302,5.0,GRÜNE,618,10.2,andere Parteien,62,6043,155,8373,6105,100.0,72.9
14627110,Lampertswalde,SPD,315,24.9,SPD,314,24.8,AfD,158,12.5,CDU,155,12.2,LINKE,50,3.9,FDP,23,1.8,GRÜNE,252,19.9,andere Parteien,13,1267,AfD,316,25.0,AfD,316,25.0,SPD,161,12.7,LINKE,156,12.3,CDU,97,7.7,FDP,23,1.8,GRÜNE,197,15.6,andere Parteien,14,1266,155,2048,1280,100.0,62.5
14627130,"Lommatzsch, Stadt",AfD,678,25.7,AfD,659,25.0,SPD,333,12.6,CDU,328,12.4,LINKE,158,6.0,FDP,58,2.2,GRÜNE,427,16.2,andere Parteien,24,2641,SPD,661,25.0,SPD,654,24.7,AfD,330,12.5,CDU,328,12.4,LINKE,253,9.6,FDP,54,2.0,GRÜNE,363,13.7,andere Parteien,22,2643,155,4057,2665,100.0,65.7
14627140,"Meißen, Stadt",AfD,4065,24.9,AfD,4057,24.9,SPD,2053,12.6,CDU,2039,12.5,LINKE,847,5.2,FDP,573,3.5,GRÜNE,2673,16.4,andere Parteien,178,16307,SPD,4124,25.3,SPD,4078,25.0,AfD,2051,12.6,LINKE,2048,12.5,CDU,1378,8.4,FDP,638,3.9,GRÜNE,2010,12.3,andere Parteien,158,16327,155,22781,16485,100.0,72.4
14627150,Moritzburg,AfD,1215,24.8,AfD,1212,24.7,SPD,619,12.6,CDU,605,12.3,LINKE,304,6.2,FDP,191,3.9,GRÜNE,754,15.4,andere Parteien,44,4900,AfD,1234,25.2,AfD,1232,25.2,SPD,618,12.6,CDU,608,12.4,LINKE,542,11.1,FDP,236,4.8,GRÜNE,422,8.6,andere Parteien,52,4892,155,6798,4944,100.0,72.7
14627170,Niederau,SPD,642,25.3,SPD,635,25.0,AfD,327,12.9,LINKE,321,12.7,CDU,128,5.0,FDP,64,2.5,GRÜNE,418,16.5,andere Parteien,29,2535,AfD,647,25.4,AfD,647,25.4,SPD,324,12.7,CDU,312,12.3,LINKE,200,7.9,FDP,69,2.7,GRÜNE,344,13.5,andere Parteien,21,2543,155,3295,2564,100.0,77.8
14627180,"Nossen, Stadt",SPD,1491,25.0,SPD,1467,24.6,AfD,753,12.6,CDU,740,12.4,LINKE,321,5.4,FDP,165,2.8,GRÜNE,1031,17.3,andere Parteien,55,5968,SPD,1506,25.3,SPD,1482,24.9,AfD,754,12.7,LINKE,744,12.5,CDU,508,8.5,FDP,205,3.4,GRÜNE,758,12.7,andere Parteien,66,5957,155,8623,6023,100.0,69.8
14627190,Nünchritz,AfD,808,25.4,AfD,788,24.8,SPD,404,12.7,LINKE,401,12.6,CDU,145,4.6,FDP,61,1.9,GRÜNE,573,18.0,andere Parteien,33,3180,AfD,799,25.1,AfD,785,24.7,SPD,399,12.5,CDU,395,12.4,LINKE,237,7.4,FDP,45,1.4,GRÜNE,523,16.4,andere Parteien,30,3183,155,4667,3213,100.0,68.8
14627200,Priestewitz,SPD,428,25.3,SPD,423,25.0,AfD,213,12.6,LINKE,210,12.4,CDU,78,4.6,FDP,44,2.6,GRÜNE,294,17.4,andere Parteien,15,1690,SPD,425,25.2,SPD,424,25.1,AfD,211,12.5,CDU,208,12.3,LINKE,127,7.5,FDP,47,2.8,GRÜNE,247,14.6,andere Parteien,16,1689,155,2535,1705,100.0,67.3
14627210,"Radebeul, Stadt",SPD,4704,25.3,SPD,4659,25.1,AfD,2331,12.6,CDU,2307,12.4,LINKE,1176,6.3,FDP,1141,6.1,GRÜNE,2242,12.1,andere Parteien,200,18560,AfD,4650,25.0,AfD,4621,24.9,SPD,2348,12.6,CDU,2336,12.6,LINKE,2182,11.7,FDP,1379,7.4,GRÜNE,1069,5.8,andere Parteien,175,18585,155,33134,18760,100.0,56.6
14627220,"Radeburg, Stadt",SPD,1020,25.1,SPD,1017,25.0,AfD,503,12.4,CDU,500,12.3,LINKE,212,5.2,FDP,120,3.0,GRÜNE,695,17.1,andere Parteien,48,4067,AfD,1011,24.8,AfD,994,24.4,SPD,510,12.5,LINKE,503,12.4,CDU,345,8.5,FDP,117,2.9,GRÜNE,591,14.5,andere Parteien,44,4071,155,5973,4115,100.0,68.9
14627230,"Riesa, Stadt",AfD,2474,10.7,AfD,2110,9.1,CDU,1850,8.0,LINKE,1790,7.8,FDP,1770,7.7,SPD,1750,7.6,GRÜNE,11331,49.1,andere Parteien,788,23075,AfD,1684,7.1,AfD,1475,6.2,LINKE,1410,5.9,GRÜNE,1355,5.7,SPD,1305,5.5,FDP,1205,5.1,CDU,15415,64.6,andere Parteien,14,23849,155,24728,23863,100.0,96.5
14627240,Röderaue,AfD,313,24.5,AfD,309,24.2,SPD,159,12.4,CDU,159,12.4,LINKE,48,3.8,FDP,27,2.1,GRÜNE,264,20.6,andere Parteien,18,1279,AfD,324,25.1,AfD,321,24.9,SPD,159,12.3,CDU,157,12.2,LINKE,78,6.1,FDP,24,1.9,GRÜNE,226,17.5,andere Parteien,8,1289,155,2223,1297,100.0,58.3
14627250,Schönfeld,SPD,285,24.8,SPD,280,24.4,AfD,146,12.7,LINKE,144,12.5,CDU,47,4.1,FDP,14,1.2,GRÜNE,232,20.2,andere Parteien,10,1148,SPD,296,25.8,SPD,294,25.7,AfD,146,12.7,LINKE,144,12.6,CDU,72,6.3,FDP,21,1.8,GRÜNE,173,15.1,andere Parteien,12,1146,155,1459,1158,100.0,79.4
14627260,Stauchitz,AfD,413,24.6,AfD,405,24.1,SPD,214,12.7,CDU,213,12.7,LINKE,88,5.2,FDP,47,2.8,GRÜNE,299,17.8,andere Parteien,13,1679,AfD,435,25.9,AfD,424,25.3,SPD,216,12.9,CDU,210,12.5,LINKE,140,8.3,FDP,35,2.1,GRÜNE,217,12.9,andere Parteien,15,1677,155,2544,1692,100.0,66.5
14627270,"Strehla, Stadt",SPD,533,25.2,SPD,532,25.2,AfD,268,12.7,CDU,268,12.7,LINKE,84,4.0,FDP,59,2.8,GRÜNE,371,17.5,andere Parteien,20,2115,AfD,521,24.6,AfD,520,24.6,SPD,262,12.4,LINKE,260,12.3,CDU,173,8.2,FDP,46,2.2,GRÜNE,333,15.7,andere Parteien,20,2115,155,3108,2135,100.0,68.7
14627290,Thiendorf,AfD,542,24.7,AfD,541,24.7,SPD,273,12.5,CDU,272,12.4,LINKE,107,4.9,FDP,38,1.7,GRÜNE,418,19.1,andere Parteien,21,2191,AfD,559,25.5,AfD,543,24.7,SPD,280,12.8,CDU,269,12.3,LINKE,178,8.1,FDP,48,2.2,GRÜNE,318,14.5,andere Parteien,17,2195,155,3058,2212,100.0,72.3
14627310,Weinböhla,SPD,1547,25.2,SPD,1529,24.9,AfD,772,12.6,LINKE,761,12.4,CDU,358,5.8,FDP,167,2.7,GRÜNE,1009,16.4,andere Parteien,60,6143,SPD,1548,25.2,SPD,1526,24.8,AfD,783,12.7,LINKE,772,12.6,CDU,634,10.3,FDP,251,4.1,GRÜNE,632,10.3,andere Parteien,57,6146,155,8671,6203,100.0,71.5
14627340,Wülknitz,SPD,229,25.0,SPD,225,24.6,AfD,118,12.9,LINKE,116,12.7,CDU,48,5.2,FDP,20,2.2,GRÜNE,159,17.4,andere Parteien,9,915,SPD,231,25.3,SPD,223,24.4,AfD,114,12.5,LINKE,113,12.4,CDU,76,8.3,FDP,17,1.9,GRÜNE,140,15.3,andere Parteien,10,914,155,1326,924,100.0,69.7
14627360,Zeithain,SPD,794,24.8,SPD,780,24.4,AfD,400,12.5,LINKE,398,12.4,CDU,140,4.4,FDP,69,2.2,GRÜNE,617,19.3,andere Parteien,34,3198,SPD,795,24.9,SPD,783,24.5,AfD,410,12.8,CDU,405,12.7,LINKE,228,7.1,FDP,55,1.7,GRÜNE,517,16.2,andere Parteien,39,3193,155,4568,3232,100.0,70.8
